State,Year,month,sa_no,DelimID,AC_No,Position,Cand1,Sex1,Party1,Votes1,Age,Cand_Type,Valid_Votes,Electors,AC_Name,AC_Type,District_Name,Sub_Region,N_Cand,Turnout,Vote_Sh,Deposit_Lost,Margin_Percent,Jati,Caste_Rec,Rel,New.Caste,Old_Jati,ENOP,Caste
Gujarat,1998,2,9,3,4,3,DHEDA RAMJI KHETSHI,M,AIRJP,8497,NA,NA,60303,111469,MUNDRA,SC,NA,NA,5,54.1,14.09,no,13.46,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,4,4,MOTHARIYA KARAMSHI VELJI,M,IND,381,NA,NA,60303,111469,MUNDRA,SC,NA,NA,5,54.1,0.63,no,0.31,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,4,5,SOLANKI MAGANBHAI PUNJABHAI,M,IND,194,NA,NA,60303,111469,MUNDRA,SC,NA,NA,5,54.1,0.32,no,0,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,5,3,KODRANI VASANTBHAI JETHALAL,M,AIRJP,3942,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,4.03,no,3.33,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,4,SURENDRASINH PRATAPSINH,M,IND,688,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.7,no,0.19,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,5,BHATIA VIKRAM ASHOK,M,IND,503,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.51,no,0.07,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,6,AJA SAVA,M,IND,437,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.45,no,0.21,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,7,KOTAK VISHANJI KEVALRAM,M,IND,230,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.24,no,0.01,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,8,MAKWANA GOVIND KANJI,M,IND,218,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.22,no,0.04,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,9,PRAKASH HIRJI HADIA (AHIR),M,IND,175,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.18,no,0.02,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,1,AHIR VASANBHAI GOPALBHAI,M,BJP,48633,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,49.78,no,6.13,YADAV,OBC PP,HINDU,NA,NA,2.27,OBC PP
Gujarat,1998,2,9,3,5,10,BHALABHAI SOMABHAI HADIA (RABARI),M,IND,155,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.16,yes,0.08,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,11,HARIJAN KESHAVJI DEVSHI,M,IND,73,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,0.07,yes,0,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,5,2,DR. ACHARYA NIMABEN BHAVESH,F,INC,42642,NA,NA,97696,199161,ANJAR,GEN,NA,NA,11,49.05,43.65,no,39.61,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,6,1,DHIRUBHAI SWARUPCHAND SHAH,M,BJP,29860,NA,NA,70096,136461,RAPAR,GEN,NA,NA,7,51.37,42.6,no,11.15,VAISHYA,UPPER CASTE,HINDU,NA,NA,3.03,UPPER CASTE
Gujarat,1998,2,9,3,6,2,GADA BABULAL MEGHAJI SHAH,M,AIRJP,22046,NA,NA,70096,136461,RAPAR,GEN,NA,NA,7,51.37,31.45,no,8.95,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,6,3,JADEJA NAVALSINH MOHABATSINH,M,INC,15775,NA,NA,70096,136461,RAPAR,GEN,NA,NA,7,51.37,22.5,no,20.73,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,6,4,SODHA VELUBHA SARUPSANGJI,M,JD,1247,NA,NA,70096,136461,RAPAR,GEN,NA,NA,7,51.37,1.78,no,1.08,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,6,5,GARIYA HARKHA BHIMA,M,IND,487,NA,NA,70096,136461,RAPAR,GEN,NA,NA,7,51.37,0.69,no,0.16,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,6,6,JOSHI DURGASHANKAR BABULAL,M,IND,377,NA,NA,70096,136461,RAPAR,GEN,NA,NA,7,51.37,0.54,no,0.1,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,6,7,PRAJAPTI ARJANBHAI JESHANGH,M,IND,304,NA,NA,70096,136461,RAPAR,GEN,NA,NA,7,51.37,0.43,no,0,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,7,1,FAKIRBHAI RAGHABHAI VAGHELA,M,BJP,39632,NA,NA,71424,125643,DASADA,SC,NA,NA,4,56.85,55.49,no,32.41,OTHER SC,SC,HINDU,NA,NA,2.5,SC
Gujarat,1998,2,9,3,7,2,TEJSHINH DEVABHAI VANIYA,M,INC,16484,NA,NA,71424,125643,DASADA,SC,NA,NA,4,56.85,23.08,no,2.2,,,,NA,NA,2.5,
Gujarat,1998,2,9,3,7,3,SOLANKI VASANTBHAI NARANBHAI,M,AIRJP,14914,NA,NA,71424,125643,DASADA,SC,NA,NA,4,56.85,20.88,no,20.33,,,,NA,NA,2.5,
Gujarat,1998,2,9,3,7,4,CHANDRABEN SURESHCHANDRA SHRIMALI,F,JD,394,NA,NA,71424,125643,DASADA,SC,NA,NA,4,56.85,0.55,no,0,,,,NA,NA,2.5,
Gujarat,1998,2,9,3,8,4,DILIP DULERA,M,IND,794,NA,NA,87657,165829,WADHWAN,GEN,NA,NA,4,52.86,0.91,no,0,,,,NA,NA,2.44,
Gujarat,1998,2,9,3,8,3,ZALA RANJITSINH JILUBHA,M,AIRJP,11836,NA,NA,87657,165829,WADHWAN,GEN,NA,NA,4,52.86,13.5,no,12.6,,,,NA,NA,2.44,
Gujarat,1998,2,9,3,8,1,DHANRAJBHAI KELA,M,BJP,46617,NA,NA,87657,165829,WADHWAN,GEN,NA,NA,4,52.86,53.18,no,20.77,OTHER UPPER CASTE,NOT ASCERTAINED,HINDU,NA,NA,2.44,NOT ASCERTAINED
Gujarat,1998,2,9,3,8,2,DAVE NANDKISHOR TRAMBAKLAL,M,INC,28410,NA,NA,87657,165829,WADHWAN,GEN,NA,NA,4,52.86,32.41,no,18.91,,,,NA,NA,2.44,
Gujarat,1998,2,9,3,9,1,RANA KIRITSINH JITUBHA,M,BJP,43223,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,49.7,no,8.37,GUJJAR,UPPER CASTE,HINDU,NA,NA,2.38,UPPER CASTE
Gujarat,1998,2,9,3,9,2,KOLIPATEL LALJIBHAI CHATURBHAI,M,INC,35940,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,41.32,no,35.2,,,,NA,NA,2.38,
Gujarat,1998,2,9,3,9,3,DELIWALA BHARATBHAI RATILAL,M,AIRJP,5327,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,6.12,no,4.83,,,,NA,NA,2.38,
Gujarat,1998,2,9,3,9,4,DAYARAM GOVABHAI PARMAR,M,IND,1129,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,1.3,no,0.53,,,,NA,NA,2.38,
Gujarat,1998,2,9,3,9,5,GOHIL PRAVINABEN GHANSHYAMBHAI,F,IND,666,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,0.77,no,0.4,,,,NA,NA,2.38,
Gujarat,1998,2,9,3,9,6,DODIYA HANUBHAI TARSANGBHAI,M,SP,320,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,0.37,no,0.12,,,,NA,NA,2.38,
Gujarat,1998,2,9,3,9,7,BARAIYA SONDABHAI GEMARBHAI,M,IND,218,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,0.25,no,0.07,,,,NA,NA,2.38,
Gujarat,1998,2,9,3,9,8,MITHAPARA BOGHABHAI UKABHAI,M,IND,153,NA,NA,86976,143671,LIMBDI,GEN,NA,NA,8,60.54,0.18,no,0,,,,NA,NA,2.38,
Gujarat,1998,2,9,3,10,1,SAVASHIBHAI KANJIBHAI MAKWANA,M,INC,30480,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,42.66,no,18.97,JATAV,SC,HINDU,NA,NA,3.03,SC
Gujarat,1998,2,9,3,10,10,DHARJIYA SAVJIBHAI KHODABHAI,M,IND,279,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,0.39,no,0.08,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,11,MAKWANA RAVJIBHAI TAPUBHAI,M,IND,225,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,0.31,no,0.06,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,12,SOLANKI LALJIBHAI VIRABHAI,M,IND,185,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,0.26,no,0,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,2,JALU KANBHA CHHELBHAI (BHAGAT),M,IND,16922,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,23.68,no,1.95,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,3,AGECHHANIYA GANGARAM TAPUBHAI,M,BJP,15529,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,21.73,no,17.37,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,4,KHORANI VASRAMBHAI HARJIBHAI,M,IND,3120,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,4.37,no,1.77,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,5,UDHREJA BHUPATBHAI BHURABHAI,M,IND,1855,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,2.6,no,0.4,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,6,MER MAVJIBHAI KUKABHAI,M,JD,1567,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,2.19,no,1.36,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,7,SATUBHA KANUBHA VAGHELA,M,SAP,594,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,0.83,no,0.33,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,8,PARALIYA MANUBHAI GOBARBHAI,M,AIRJP,359,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,0.5,no,0.03,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,10,9,DAVE ANIRUDH GUNVANTRAY,M,IND,337,NA,NA,71452,135041,CHOTILA,GEN,NA,NA,12,52.91,0.47,no,0.08,,,,NA,NA,3.03,
Gujarat,1998,2,9,3,11,1,KAVADIA JAYANTILAL RAMJIBHAI,M,BJP,34992,NA,NA,78200,121864,HALVAD,GEN,NA,NA,3,64.17,44.75,no,1.67,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.5,INTERMEDIARY CASTE
Gujarat,1998,2,9,3,11,2,JHALA DHIRUBHA RAMUBHA,M,INC,33685,NA,NA,78200,121864,HALVAD,GEN,NA,NA,3,64.17,43.08,no,30.9,,,,NA,NA,2.5,
Gujarat,1998,2,9,3,11,3,PADHIYAR NARSINHBHAI DHANJIBHAI,M,AIRJP,9523,NA,NA,78200,121864,HALVAD,GEN,NA,NA,3,64.17,12.18,no,0,,,,NA,NA,2.5,
Gujarat,1998,2,9,3,12,1,INDRAVIJAYSINH (I.K.) JADEJA,M,BJP,33698,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,44.55,no,1.58,RAJPUT,UPPER CASTE,HINDU,NA,NA,2.56,UPPER CASTE
Gujarat,1998,2,9,3,12,10,DAVE JAYESHKUMAR LALITKUMAR,M,IND,107,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,0.14,yes,0,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,2,PATEL KHETASIBHAI KHUSHALBHAI,M,INC,32501,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,42.97,no,34.53,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,3,KOLI DHIRAJLAL JESINGBHAI,M,AIRJP,6379,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,8.43,no,6.1,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,4,PATEL PRAVINBHAI HARIBHAI,M,JD,1765,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,2.33,no,1.97,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,5,KAGATHARA UMARBHAI AHAMADBHAI,M,IND,277,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,0.37,no,0.02,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,6,SHEKHAVAT KARANSINH NARAYANSINH,M,IND,263,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,0.35,no,0.03,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,7,UDESINH DUNGARSINH ZALA,M,IND,244,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,0.32,no,0.02,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,8,ZALA MAHENDRASINH (MANUBHA) NATUBHA,M,SP,231,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,0.31,no,0.07,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,12,9,SOLANKI HIMATBHAI DAYABHAI,M,IND,179,NA,NA,75644,125694,DHRANGADHRA,GEN,NA,NA,10,60.18,0.24,no,0.1,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,13,1,AMRUTIYA KANTILAL SHIVABHAI,M,BJP,47361,NA,NA,90941,159358,MORVI,GEN,NA,NA,6,57.07,52.08,no,24.05,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.7,INTERMEDIARY CASTE
Gujarat,1998,2,9,3,13,2,JAYANTILAL JERAJBHAI PATEL,M,IND,25486,NA,NA,90941,159358,MORVI,GEN,NA,NA,6,57.07,28.02,no,13.17,,,,NA,NA,2.7,
Gujarat,1998,2,9,3,13,3,PETHAPARA GIRISHBHAI MAGANBHAI,M,INC,13511,NA,NA,90941,159358,MORVI,GEN,NA,NA,6,57.07,14.86,no,10.93,,,,NA,NA,2.7,
Gujarat,1998,2,9,3,13,4,PUNAMCHAND LILADHAR KOTAK,M,AIRJP,3572,NA,NA,90941,159358,MORVI,GEN,NA,NA,6,57.07,3.93,no,3.22,,,,NA,NA,2.7,
Gujarat,1998,2,9,3,13,5,BAVLECHA DAMJIBHAI JIVARAJBHAI,M,JD,640,NA,NA,90941,159358,MORVI,GEN,NA,NA,6,57.07,0.7,no,0.3,,,,NA,NA,2.7,
Gujarat,1998,2,9,3,13,6,SAVARIYA KESHAVJI KUNVARJI,M,IND,371,NA,NA,90941,159358,MORVI,GEN,NA,NA,6,57.07,0.41,no,0,,,,NA,NA,2.7,
Gujarat,1998,2,9,3,14,1,KUNDARIYA MOHANBHAI KALYANJIBHAI,M,BJP,52321,NA,NA,94920,149686,TANKARA,GEN,NA,NA,3,63.41,55.12,no,11.18,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.04,INTERMEDIARY CASTE
Gujarat,1998,2,9,3,14,2,BODA VAGHJIBHAI RUGNATHBHAI,M,INC,41705,NA,NA,94920,149686,TANKARA,GEN,NA,NA,3,63.41,43.94,no,43,,,,NA,NA,2.04,
Gujarat,1998,2,9,3,14,3,CHAVDA MOHANBHAI BECHARBHAI,M,RPI,894,NA,NA,94920,149686,TANKARA,GEN,NA,NA,3,63.41,0.94,no,0,,,,NA,NA,2.04,
Gujarat,1998,2,9,3,15,1,KHURSHID HAIDAR ABDUL MUTTLIB PIRZADA (MEER,M,INC,26963,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,31.17,no,1.6,SAYYAD,MUSLIM UPPER CASTE,MUSLIM,NA,NA,2.56,MUSLIM UPPER CASTE
Gujarat,1998,2,9,3,15,10,SOLANKI SAMJIBHAI KHIMJIBHAI,M,IND,190,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,0.22,no,0.14,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,11,BHARATBHAI MATUBHAI HANDA,M,IND,67,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,0.08,yes,0,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,2,SOMANI JITENDRA KANTILAL,M,IND,25580,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,29.57,no,12.77,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,3,LALITBHAI AMRITLAL MEHTA,M,BJP,14534,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,16.8,no,3.44,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,4,SHAMJIBHAI BHIMJIBHAI CHAUHAN,M,IND,11561,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,13.37,no,9.78,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,5,SHERSIYA YUSUFBHAI MIRAJIBHAI,M,IND,3106,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,3.59,no,0.91,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,6,DR.DHOLARIYA THOBHAN LAKHABHAI,M,IND,2322,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,2.68,no,1.55,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,7,BABI SHAHENAZBEN AMANULLAH,F,AIRJP,984,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,1.14,no,0.31,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,8,HASAMBHAI HUSHENBHAI BHAMBHANIYA,M,IND,716,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,0.83,no,0.29,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,15,9,DODIYA RAVJIBHAI UKABHAI,M,IND,469,NA,NA,86492,133426,WANKANER,GEN,NA,NA,11,64.82,0.54,no,0.32,,,,NA,NA,2.56,
Gujarat,1998,2,9,3,16,1,KUNVARJIBHAI MOHANBHAI BAVALIYA,M,INC,40473,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,48.62,no,15.98,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2.63,INTERMEDIARY CASTE
Gujarat,1998,2,9,3,16,2,THADESHWAR BHASHKARBHAI JAMNADAS,M,BJP,27173,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,32.64,no,18.6,,,,NA,NA,2.63,
Gujarat,1998,2,9,3,16,3,CHHAYANI VELABHAI GELABHAI,M,IND,11690,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,14.04,no,11.86,,,,NA,NA,2.63,
Gujarat,1998,2,9,3,16,4,SAPARA GORDHANBHAI JIVABHAI,M,IND,1815,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,2.18,no,1.05,,,,NA,NA,2.63,
Gujarat,1998,2,9,3,16,5,DABHI ASHOKKUMAR GORDHANBHAI,M,IND,944,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,1.13,no,0.54,,,,NA,NA,2.63,
Gujarat,1998,2,9,3,16,6,SOLANKI LAKHMANBHAI RAMJIBHAI,M,AIRJP,491,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,0.59,no,0.05,,,,NA,NA,2.63,
Gujarat,1998,2,9,3,16,7,RUPARELIYA BACHUBHAI MOHANBHAI,M,IND,451,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,0.54,no,0.29,,,,NA,NA,2.63,
Gujarat,1998,2,9,3,16,8,SHEKH MAHEBUB ALAMBHAI,M,IND,206,NA,NA,83243,144354,JASDAN,GEN,NA,NA,8,57.67,0.25,no,0,,,,NA,NA,2.63,
Gujarat,1998,2,9,3,17,1,RAMESH DHANJIBHAI RUPAPARA,M,BJP,63545,NA,NA,116000,250683,RAJKOT-I,GEN,NA,NA,4,46.27,54.78,no,10.35,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,2,INTERMEDIARY CASTE
Gujarat,1998,2,9,3,17,2,JADEJA MANOHARSINHJI P.,M,INC,51538,NA,NA,116000,250683,RAJKOT-I,GEN,NA,NA,4,46.27,44.43,no,44.02,,,,NA,NA,2,
Gujarat,1998,2,9,3,17,3,DR.ABDUL BELIM,M,IND,480,NA,NA,116000,250683,RAJKOT-I,GEN,NA,NA,4,46.27,0.41,no,0.04,6 MUSLIM,MUSLIM,MUSLIM,NA,NA,2,MUSLIM
Gujarat,1998,2,9,3,17,4,GOHEL KANUBHAI KHIMJIBHAI,M,IND,437,NA,NA,116000,250683,RAJKOT-I,GEN,NA,NA,4,46.27,0.38,no,0,,,,NA,NA,2,
Gujarat,1998,2,9,3,18,1,VALA VAJUBHAI ROODABHAI,M,BJP,43034,NA,NA,70256,155142,RAJKOT-II,GEN,NA,NA,5,45.28,61.25,no,40.88,RAJPUT,NOT ASCERTAINED,HINDU,NA,NA,2.22,NOT ASCERTAINED
Gujarat,1998,2,9,3,18,2,KASHMEERABEN BAKULBHAI NATHVANEE,F,AIRJP,14316,NA,NA,70256,155142,RAJKOT-II,GEN,NA,NA,5,45.28,20.38,no,2.66,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,18,3,PRABHUDAS CHHOTALAL BAROT,M,INC,12447,NA,NA,70256,155142,RAJKOT-II,GEN,NA,NA,5,45.28,17.72,no,17.27,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,18,4,KIREETKUMAR POPATLAL BHEEMANI,M,JD,313,NA,NA,70256,155142,RAJKOT-II,GEN,NA,NA,5,45.28,0.45,no,0.24,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,18,5,RAVIKIRAN VRUJLAL KOTAK,M,IND,146,NA,NA,70256,155142,RAJKOT-II,GEN,NA,NA,5,45.28,0.21,no,0,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,19,1,BABARIYA MADHUBHAI HAMIRBHAI,M,BJP,52329,NA,NA,93561,211126,RAJKOT RURAL,SC,NA,NA,4,44.32,55.93,no,19.28,OTHER SC,SC,HINDU,NA,NA,2.27,SC
Gujarat,1998,2,9,3,19,2,CHAVDA SHANTA KHIMJIBHAI,F,INC,34295,NA,NA,93561,211126,RAJKOT RURAL,SC,NA,NA,4,44.32,36.66,no,30.32,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,19,3,DABHI BABUBHAI KANJIBHAI,M,AIRJP,5923,NA,NA,93561,211126,RAJKOT RURAL,SC,NA,NA,4,44.32,6.33,no,5.25,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,19,4,VAGHERA GOVINDBHAI GANGAJI,M,JD,1014,NA,NA,93561,211126,RAJKOT RURAL,SC,NA,NA,4,44.32,1.08,no,0,,,,NA,NA,2.27,
Gujarat,1998,2,9,3,20,1,JADEJA JAYRAJSINH TEMUBHA,M,BJP,49465,NA,NA,73980,134347,GONDAL,GEN,NA,NA,3,55.07,66.86,no,38.04,RAJPUT,UPPER CASTE,HINDU,NA,NA,1.89,UPPER CASTE
Gujarat,1998,2,9,3,20,2,JADEJA MAHIPATSINH BHAVUBHA,M,IND,21320,NA,NA,73980,134347,GONDAL,GEN,NA,NA,3,55.07,28.82,no,24.5,,,,NA,NA,1.89,
Gujarat,1998,2,9,3,20,3,KHUNT CHANDRAKANT NATHABHAI (ADVOCATE),M,INC,3195,NA,NA,73980,134347,GONDAL,GEN,NA,NA,3,55.07,4.32,no,0,,,,NA,NA,1.89,
Gujarat,1998,2,9,3,21,1,KORAT SAVJIBHAI JIVRAJBHAI,M,BJP,50262,NA,NA,71597,157300,JETPUR,GEN,NA,NA,6,45.52,70.2,no,44.82,OTHER PP,NOT ASCERTAINED,HINDU,NA,NA,1.82,NOT ASCERTAINED
Gujarat,1998,2,9,3,21,2,MAKWANA BOGHABHAI VAGHABHAI,M,INC,18174,NA,NA,71597,157300,JETPUR,GEN,NA,NA,6,45.52,25.38,no,23.37,,,,NA,NA,1.82,
Gujarat,1998,2,9,3,21,3,RADADIA AMBA KABA,M,AIRJP,1439,NA,NA,71597,157300,JETPUR,GEN,NA,NA,6,45.52,2.01,no,0.68,,,,NA,NA,1.82,
Gujarat,1998,2,9,3,21,4,VYAS VIJAY MANSUKHLAL,M,IND,950,NA,NA,71597,157300,JETPUR,GEN,NA,NA,6,45.52,1.33,no,0.49,,,,NA,NA,1.82,
Gujarat,1998,2,9,3,21,5,BARIA VINUBHAI NARANBHAI,M,IND,597,NA,NA,71597,157300,JETPUR,GEN,NA,NA,6,45.52,0.83,no,0.59,,,,NA,NA,1.82,
Gujarat,1998,2,9,3,21,6,PARMAR BATUKBHAI GANDUBHAI,M,IND,175,NA,NA,71597,157300,JETPUR,GEN,NA,NA,6,45.52,0.24,no,0,,,,NA,NA,1.82,
Gujarat,1998,2,9,3,22,1,RADADIA VITHALBHAI HANSRAJBHAI,M,AIRJP,42429,NA,NA,77787,127828,DHORAJI,GEN,NA,NA,5,60.85,54.55,no,15.52,OTHER PP,INTERMEDIARY CASTE,HINDU,NA,NA,2.22,INTERMEDIARY CASTE
Gujarat,1998,2,9,3,22,2,V.D. PATEL,M,BJP,30355,NA,NA,77787,127828,DHORAJI,GEN,NA,NA,5,60.85,39.02,no,34.5,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,22,3,BABUBHAI MOHANBHAI MAVANI,M,INC,3515,NA,NA,77787,127828,DHORAJI,GEN,NA,NA,5,60.85,4.52,no,3.37,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,22,4,RATHOD AMRUTLAL BADHABHAI,M,IND,895,NA,NA,77787,127828,DHORAJI,GEN,NA,NA,5,60.85,1.15,no,0.39,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,22,5,RAMNIKLAL S. PATEL (ADVOCATE),M,JD,593,NA,NA,77787,127828,DHORAJI,GEN,NA,NA,5,60.85,0.76,no,0,,,,NA,NA,2.22,
Gujarat,1998,2,9,3,23,1,MAKADIA PRAVINBHAI MOHAN,M,BJP,24112,NA,NA,67555,126425,UPLETA,GEN,NA,NA,7,53.43,35.69,no,0.56,PATEL,INTERMEDIARY CASTE,HINDU,NA,NA,3.23,INTERMEDIARY CASTE
Gujarat,1998,2,9,3,23,2,RAJABHAI RAMBHAI SUVA,M,AIRJP,23733,NA,NA,67555,126425,UPLETA,GEN,NA,NA,7,53.43,35.13,no,11.65,,,,NA,NA,3.23,
Gujarat,1998,2,9,3,23,3,BALVANTRAI BACHUBHAI MANVAR,M,IND,15863,NA,NA,67555,126425,UPLETA,GEN,NA,NA,7,53.43,23.48,no,19.61,,,,NA,NA,3.23,
Gujarat,1998,2,9,3,23,4,RAMBHAI GOVABHAI SUVA,M,INC,2618,NA,NA,67555,126425,UPLETA,GEN,NA,NA,7,53.43,3.88,no,3.04,,,,NA,NA,3.23,
Gujarat,1998,2,9,3,23,5,RAVJIBHAI MADHAVJIBHAI VADHER,M,IND,563,NA,NA,67555,126425,UPLETA,GEN,NA,NA,7,53.43,0.83,no,0.11,,,,NA,NA,3.23,
Gujarat,1998,2,9,3,23,6,CHANDULAL AMRABHAI JADAV,M,IND,486,NA,NA,67555,126425,UPLETA,GEN,NA,NA,7,53.43,0.72,no,0.45,,,,NA,NA,3.23,
